,gene_name,GO_index,bnumber,go_name
16513,aphA,GO:0003993,b4055,acid phosphatase activity
16514,pncA,GO:0019365,b1768,pyridine nucleotide salvage
16515,pncA,GO:0008936,b1768,nicotinamidase activity
16516,cbrC,GO:0030153,b3717,bacteriocin immunity
16517,mazF,GO:0051291,b2782,protein heterooligomerization
16518,mazF,GO:0032991,b2782,macromolecular complex
16519,mazF,GO:0044877,b2782,macromolecular complex binding
16520,mazF,GO:0016075,b2782,rRNA catabolic process
16521,mazF,GO:0006402,b2782,mRNA catabolic process
16522,mazF,GO:0030308,b2782,negative regulation of cell growth
16523,mazF,GO:0004521,b2782,endoribonuclease activity
16524,mazF,GO:0005515,b2782,protein binding
16526,fbaA,GO:0042802,b2925,identical protein binding
16527,fbaA,GO:0042802,b2925,identical protein binding
16528,fbaA,GO:0042802,b2925,identical protein binding
16529,fbaA,GO:0005829,b2925,cytosol
16530,fbaA,GO:0005829,b2925,cytosol
16531,fbaA,GO:0006096,b2925,glycolytic process
16532,fbaA,GO:0005515,b2925,protein binding
16533,fbaA,GO:0004332,b2925,fructose-bisphosphate aldolase activity
16534,fbaA,GO:0004332,b2925,fructose-bisphosphate aldolase activity
16535,lptF,GO:0043190,b4261,ATP-binding cassette (ABC) transporter complex
16536,lptF,GO:0015920,b4261,lipopolysaccharide transport
16537,lptF,GO:0015437,b4261,lipopolysaccharide-transporting ATPase activity
16538,lptF,GO:0005886,b4261,plasma membrane
16539,lptF,GO:0005886,b4261,plasma membrane
16540,lptF,GO:0016021,b4261,integral component of membrane
16541,rpsB,GO:0000028,b0169,ribosomal small subunit assembly
16542,rpsB,GO:0003735,b0169,structural constituent of ribosome
16543,rpsB,GO:0022627,b0169,cytosolic small ribosomal subunit
16544,rpsB,GO:0022627,b0169,cytosolic small ribosomal subunit
16545,rpsB,GO:0005515,b0169,protein binding
16546,rpsB,GO:0005515,b0169,protein binding
16547,rpsB,GO:0005515,b0169,protein binding
16548,rpsB,GO:0005515,b0169,protein binding
16549,rpsB,GO:0005515,b0169,protein binding
16550,yfbR,GO:0002953,b2291,5'-deoxynucleotidase activity
16551,yfbR,GO:0010139,b2291,pyrimidine deoxyribonucleotide salvage
16552,yfbR,GO:0042802,b2291,identical protein binding
16553,yfbR,GO:0050897,b2291,cobalt ion binding
16554,yfbR,GO:0006226,b2291,dUMP biosynthetic process
16555,kdsA,GO:0051289,b1215,protein homotetramerization
16556,kdsA,GO:0005829,b1215,cytosol
16557,kdsA,GO:0005829,b1215,cytosol
16558,kdsA,GO:0005829,b1215,cytosol
16559,kdsA,GO:0019294,b1215,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
16560,kdsA,GO:0008676,b1215,3-deoxy-8-phosphooctulonate synthase activity
16561,yaiZ,GO:0005886,b0380,plasma membrane
16562,yeaD,GO:0005829,b1780,cytosol
16563,yeaD,GO:0005829,b1780,cytosol
16564,lsrD,GO:0005886,b1515,plasma membrane
16565,yraI,GO:0006457,b3143,protein folding
16566,yraI,GO:0043711,b3143,pilus organization
16567,hypE,GO:0005515,b2730,protein binding
16568,hypE,GO:0005515,b2730,protein binding
16569,hypE,GO:0046892,b2730,peptidyl-S-carbamoyl-L-cysteine dehydration
16570,hypE,GO:0051604,b2730,protein maturation
16571,cyoB,GO:0005515,b0431,protein binding
16572,cyoB,GO:0009060,b0431,aerobic respiration
16573,cyoB,GO:0009060,b0431,aerobic respiration
16574,cyoB,GO:0009060,b0431,aerobic respiration
16575,cyoB,GO:0005886,b0431,plasma membrane
16576,cyoB,GO:0005886,b0431,plasma membrane
16577,cyoB,GO:0005886,b0431,plasma membrane
16578,cyoB,GO:0009319,b0431,cytochrome o ubiquinol oxidase complex
16579,cyoB,GO:0009319,b0431,cytochrome o ubiquinol oxidase complex
16580,cyoB,GO:0015990,b0431,electron transport coupled proton transport
16581,cyoB,GO:0015990,b0431,electron transport coupled proton transport
16582,cyoB,GO:0015078,b0431,hydrogen ion transmembrane transporter activity
16583,cyoB,GO:0015078,b0431,hydrogen ion transmembrane transporter activity
16584,cyoB,GO:0015078,b0431,hydrogen ion transmembrane transporter activity
16585,cyoB,GO:0048039,b0431,ubiquinone binding
16586,cyoB,GO:0019646,b0431,aerobic electron transport chain
16587,cyoB,GO:0005887,b0431,integral component of plasma membrane
16588,cyoB,GO:0005887,b0431,integral component of plasma membrane
16589,cyoB,GO:0009486,b0431,cytochrome bo3 ubiquinol oxidase activity
16590,cyoB,GO:0009486,b0431,cytochrome bo3 ubiquinol oxidase activity
16591,cyoB,GO:0020037,b0431,heme binding
16592,cyoB,GO:0020037,b0431,heme binding
16593,cyoB,GO:0020037,b0431,heme binding
16594,cyoB,GO:0005507,b0431,copper ion binding
16595,cyoB,GO:0005507,b0431,copper ion binding
16596,cyoB,GO:0005507,b0431,copper ion binding
16597,cyoB,GO:0009055,b0431,electron transfer activity
16598,cyoB,GO:0009055,b0431,electron transfer activity
16599,cyoB,GO:0009055,b0431,electron transfer activity
16600,cyoB,GO:0009055,b0431,electron transfer activity
16601,cyoB,GO:0015453,b0431,oxidoreduction-driven active transmembrane transporter activity
16602,cyoB,GO:0015453,b0431,oxidoreduction-driven active transmembrane transporter activity
16605,btsR,GO:0005515,b2125,protein binding
16606,btsR,GO:0005515,b2125,protein binding
16607,btsR,GO:0005515,b2125,protein binding
16608,btsR,GO:0005515,b2125,protein binding
16609,btsR,GO:0000160,b2125,phosphorelay signal transduction system
16610,btsR,GO:0006355,b2125,"regulation of transcription, DNA-templated"
16611,melA,GO:0030145,b4119,manganese ion binding
16612,melA,GO:0070403,b4119,NAD+ binding
16613,melA,GO:0005829,b4119,cytosol
16614,melA,GO:0005995,b4119,melibiose catabolic process
16615,melA,GO:0005515,b4119,protein binding
16616,melA,GO:0004557,b4119,alpha-galactosidase activity
16617,nudC,GO:0035529,b3996,NADH pyrophosphatase activity
16618,nudC,GO:0030145,b3996,manganese ion binding
16619,rplS,GO:0000027,b2606,ribosomal large subunit assembly
16620,rplS,GO:0070180,b2606,large ribosomal subunit rRNA binding
16621,rplS,GO:0005829,b2606,cytosol
16622,rplS,GO:0003735,b2606,structural constituent of ribosome
16623,rplS,GO:0022625,b2606,cytosolic large ribosomal subunit
16624,rplS,GO:0022625,b2606,cytosolic large ribosomal subunit
16625,yiaW,GO:0005886,b3587,plasma membrane
16626,opgB,GO:0005886,b4359,plasma membrane
16627,opgB,GO:0016020,b4359,membrane
16628,opgB,GO:0008960,b4359,phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase activity
16629,prpD,GO:0051537,b0334,"2 iron, 2 sulfur cluster binding"
16630,prpD,GO:0047547,b0334,2-methylcitrate dehydratase activity
16631,ycjP,GO:0005886,b1312,plasma membrane
16632,rzpR,GO:0005515,b1362,protein binding
16633,rnlB,GO:0005515,b2631,protein binding
16634,rnlB,GO:0060702,b2631,negative regulation of endoribonuclease activity
16636,ygiH,GO:0005886,b3059,plasma membrane
16640,rnpA,GO:0006396,b3704,RNA processing
16641,rnpA,GO:0008033,b3704,tRNA processing
16642,rnpA,GO:0008033,b3704,tRNA processing
16643,nadR,GO:0071248,b4390,cellular response to metal ion
16644,nadR,GO:0051289,b4390,protein homotetramerization
16645,nadR,GO:0010446,b4390,response to alkaline pH
16646,nadR,GO:0009435,b4390,NAD biosynthetic process
16647,nadR,GO:0000287,b4390,magnesium ion binding
16648,nadR,GO:0000986,b4390,bacterial-type proximal promoter sequence-specific DNA binding
16649,nadR,GO:0005524,b4390,ATP binding
16650,nadR,GO:0050262,b4390,ribosylnicotinamide kinase activity
16651,nadR,GO:0000309,b4390,nicotinamide-nucleotide adenylyltransferase activity
16652,yahB,GO:0005515,b0316,protein binding
16653,yahB,GO:0005515,b0316,protein binding
16654,yahB,GO:0006351,b0316,"transcription, DNA-templated"
16655,yahB,GO:0006351,b0316,"transcription, DNA-templated"
16656,cusA,GO:0005886,b0575,plasma membrane
16657,cusA,GO:0005515,b0575,protein binding
16658,cusA,GO:0006878,b0575,cellular copper ion homeostasis
16659,cusA,GO:0010272,b0575,response to silver ion
16660,cusA,GO:0010272,b0575,response to silver ion
16661,cusA,GO:0010272,b0575,response to silver ion
16662,cusA,GO:0010272,b0575,response to silver ion
16663,cusA,GO:0010272,b0575,response to silver ion
16664,cusA,GO:0010273,b0575,detoxification of copper ion
16665,cusA,GO:0010273,b0575,detoxification of copper ion
16666,cusA,GO:0015673,b0575,silver ion transport
16667,cusA,GO:0015679,b0575,plasma membrane copper ion transport
16668,cusA,GO:0015679,b0575,plasma membrane copper ion transport
16669,cusA,GO:0046688,b0575,response to copper ion
16670,cusA,GO:0046688,b0575,response to copper ion
16671,cusA,GO:0060003,b0575,copper ion export
16672,cusA,GO:0060003,b0575,copper ion export
16673,cusA,GO:0015080,b0575,silver ion transmembrane transporter activity
16674,cusA,GO:0016021,b0575,integral component of membrane
16675,cusA,GO:0005507,b0575,copper ion binding
16676,cusA,GO:0005507,b0575,copper ion binding
16677,cusA,GO:0005375,b0575,copper ion transmembrane transporter activity
16678,cusA,GO:0005375,b0575,copper ion transmembrane transporter activity
16679,abgB,GO:0005515,b1337,protein binding
16680,abgB,GO:0071713,b1337,para-aminobenzoyl-glutamate hydrolase activity
16687,fadE,GO:0005886,b0221,plasma membrane
16688,fadE,GO:0033539,b0221,fatty acid beta-oxidation using acyl-CoA dehydrogenase
16689,fadE,GO:0003995,b0221,acyl-CoA dehydrogenase activity
16690,psuK,GO:0050225,b2166,pseudouridine kinase activity
16691,epmB,GO:0016869,b4146,"intramolecular transferase activity, transferring amino groups"
16692,epmB,GO:0043687,b4146,post-translational protein modification
16693,epmB,GO:0051539,b4146,"4 iron, 4 sulfur cluster binding"
16694,yhjD,GO:0005886,b3522,plasma membrane
16695,yhjD,GO:0005887,b3522,integral component of plasma membrane
16696,yhjD,GO:0015920,b3522,lipopolysaccharide transport
16697,yhjD,GO:0015920,b3522,lipopolysaccharide transport
16698,yhjD,GO:0015221,b3522,lipopolysaccharide transmembrane transporter activity
16699,yhjD,GO:0015221,b3522,lipopolysaccharide transmembrane transporter activity
16700,alpA,GO:0045893,b2624,"positive regulation of transcription, DNA-templated"
16701,yigG,GO:0005886,b3818,plasma membrane
16702,xylF,GO:0042732,b3566,D-xylose metabolic process
16703,xylF,GO:0030288,b3566,outer membrane-bounded periplasmic space
16704,xylF,GO:0030288,b3566,outer membrane-bounded periplasmic space
16705,xylF,GO:0048029,b3566,monosaccharide binding
16706,xylF,GO:0048029,b3566,monosaccharide binding
16707,xylF,GO:0015752,b3566,D-ribose transport
16708,xylF,GO:0015753,b3566,D-xylose transport
16709,puuE,GO:0009447,b1302,putrescine catabolic process
16710,puuE,GO:0009447,b1302,putrescine catabolic process
16711,puuE,GO:0030170,b1302,pyridoxal phosphate binding
16712,puuE,GO:0003867,b1302,4-aminobutyrate transaminase activity
16713,puuE,GO:0003867,b1302,4-aminobutyrate transaminase activity
16714,yfhM,GO:0031362,b2520,anchored component of external side of plasma membrane
16715,yfhM,GO:0031362,b2520,anchored component of external side of plasma membrane
16716,yfhM,GO:0010951,b2520,negative regulation of endopeptidase activity
16717,yfhM,GO:0004866,b2520,endopeptidase inhibitor activity
16718,yfhM,GO:0004866,b2520,endopeptidase inhibitor activity
16719,ilvH,GO:0005829,b0078,cytosol
16720,ilvH,GO:0009097,b0078,isoleucine biosynthetic process
16721,ilvH,GO:0003984,b0078,acetolactate synthase activity
16722,ilvH,GO:0009099,b0078,valine biosynthetic process
16723,ilvH,GO:0009099,b0078,valine biosynthetic process
16724,rffT,GO:0008417,b3793,fucosyltransferase activity
16725,rffT,GO:0009246,b3793,enterobacterial common antigen biosynthetic process
16726,recD,GO:0000724,b2819,double-strand break repair via homologous recombination
16727,recD,GO:0006310,b2819,DNA recombination
16728,recD,GO:0008854,b2819,exodeoxyribonuclease V activity
16729,recD,GO:0004386,b2819,helicase activity
16730,recD,GO:0009338,b2819,exodeoxyribonuclease V complex
16731,recD,GO:0043142,b2819,single-stranded DNA-dependent ATPase activity
16732,fucR,GO:0098531,b2805,"transcription factor activity, direct ligand regulated sequence-specific DNA binding"
16733,fucR,GO:0043468,b2805,regulation of fucose catabolic process
16734,ispU,GO:0005829,b0174,cytosol
16735,ispU,GO:0000287,b0174,magnesium ion binding
16736,ispU,GO:0009252,b0174,peptidoglycan biosynthetic process
16737,ispU,GO:0016094,b0174,polyprenol biosynthetic process
16738,ispU,GO:0008834,b0174,"di-trans,poly-cis-decaprenylcistransferase activity"
16739,ispU,GO:0043164,b0174,Gram-negative-bacterium-type cell wall biogenesis
16740,ispU,GO:0005737,b0174,cytoplasm
16741,ycgV,GO:0015475,b1202,adhesin autotransporter activity
16742,ycgV,GO:0019867,b1202,outer membrane
16743,ycgV,GO:0043708,b1202,cell adhesion involved in biofilm formation
16744,ypfJ,GO:0005887,b2475,integral component of plasma membrane
16745,kefF,GO:0003955,b0046,NAD(P)H dehydrogenase (quinone) activity
16746,kefF,GO:0032414,b0046,positive regulation of ion transmembrane transporter activity
16747,kefF,GO:0032414,b0046,positive regulation of ion transmembrane transporter activity
16748,kefF,GO:0010181,b0046,FMN binding
16750,priA,GO:0005515,b3935,protein binding
16751,priA,GO:0005515,b3935,protein binding
16752,priA,GO:0005515,b3935,protein binding
16753,priA,GO:0006260,b3935,DNA replication
16754,priA,GO:0004386,b3935,helicase activity
16755,priA,GO:0006276,b3935,plasmid maintenance
16756,priA,GO:0043140,b3935,ATP-dependent 3'-5' DNA helicase activity
16757,priA,GO:0006270,b3935,DNA replication initiation
16758,priA,GO:0006268,b3935,DNA unwinding involved in DNA replication
16759,treR,GO:0045892,b4241,"negative regulation of transcription, DNA-templated"
16760,treR,GO:0003700,b4241,DNA binding transcription factor activity
16761,treR,GO:0003700,b4241,DNA binding transcription factor activity
16762,ubiD,GO:0005829,b3843,cytosol
16763,ubiD,GO:0042802,b3843,identical protein binding
16764,ubiD,GO:0008694,b3843,3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity
16765,ubiD,GO:0006744,b3843,ubiquinone biosynthetic process
16766,galE,GO:0005515,b0759,protein binding
16767,galE,GO:0042802,b0759,identical protein binding
16768,galE,GO:0042802,b0759,identical protein binding
16769,galE,GO:0070403,b0759,NAD+ binding
16770,galE,GO:0070403,b0759,NAD+ binding
16771,galE,GO:0033499,b0759,galactose catabolic process via UDP-galactose
16772,galE,GO:0005829,b0759,cytosol
16773,galE,GO:0005829,b0759,cytosol
16774,galE,GO:0005829,b0759,cytosol
16775,galE,GO:0003978,b0759,UDP-glucose 4-epimerase activity
16776,galE,GO:0009242,b0759,colanic acid biosynthetic process
16777,galE,GO:0009242,b0759,colanic acid biosynthetic process
16778,ymgD,GO:0030288,b1171,outer membrane-bounded periplasmic space
16779,yffS,GO:0005829,b2450,cytosol
16780,ibpB,GO:1990169,b3686,stress response to copper ion
16781,ibpB,GO:0042802,b3686,identical protein binding
16782,ibpB,GO:0042802,b3686,identical protein binding
16783,ibpB,GO:0042802,b3686,identical protein binding
16784,ibpB,GO:0009408,b3686,response to heat
16785,ibpB,GO:0005737,b3686,cytoplasm
16786,ibpB,GO:0005515,b3686,protein binding
16787,mgtA,GO:0005515,b4242,protein binding
16788,mgtA,GO:0005886,b4242,plasma membrane
16789,mgtA,GO:0005886,b4242,plasma membrane
16792,rhaR,GO:0043565,b3906,sequence-specific DNA binding
16793,rhaR,GO:0006351,b3906,"transcription, DNA-templated"
16794,pgpC,GO:0005887,b2560,integral component of plasma membrane
16795,pgpC,GO:0005887,b2560,integral component of plasma membrane
16796,pgpC,GO:0046474,b2560,glycerophospholipid biosynthetic process
16797,pgpC,GO:0008962,b2560,phosphatidylglycerophosphatase activity
16799,garR,GO:0008679,b3125,2-hydroxy-3-oxopropionate reductase activity
16800,garR,GO:0042838,b3125,D-glucarate catabolic process
16801,garR,GO:0046392,b3125,galactarate catabolic process
16802,murQ,GO:0046348,b2428,amino sugar catabolic process
16803,murQ,GO:0016835,b2428,carbon-oxygen lyase activity
16804,murQ,GO:0009254,b2428,peptidoglycan turnover
16805,satP,GO:0035433,b0010,acetate transmembrane transport
16806,satP,GO:0035433,b0010,acetate transmembrane transport
16807,satP,GO:0015360,b0010,acetate:proton symporter activity
16808,satP,GO:0071422,b0010,succinate transmembrane transport
16809,satP,GO:0005887,b0010,integral component of plasma membrane
16810,satP,GO:0005886,b0010,plasma membrane
16811,mdlB,GO:0005886,b0449,plasma membrane
16812,mdlB,GO:0016021,b0449,integral component of membrane
16813,mdlB,GO:0005524,b0449,ATP binding
16814,pcm,GO:0005737,b2743,cytoplasm
16815,pcm,GO:0004719,b2743,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
16816,pabA,GO:0046654,b3360,tetrahydrofolate biosynthetic process
16817,pabA,GO:0046820,b3360,4-amino-4-deoxychorismate synthase activity
16818,mnmA,GO:0005829,b1133,cytosol
16819,mnmA,GO:0002143,b1133,tRNA wobble position uridine thiolation
16820,mnmA,GO:0002143,b1133,tRNA wobble position uridine thiolation
16821,mnmA,GO:0002143,b1133,tRNA wobble position uridine thiolation
16822,mnmA,GO:0016783,b1133,sulfurtransferase activity
16823,tktA,GO:0072756,b2935,cellular response to paraquat
16824,tktA,GO:0072747,b2935,cellular response to chloramphenicol
16825,tktA,GO:0071236,b2935,cellular response to antibiotic
16826,tktA,GO:0070301,b2935,cellular response to hydrogen peroxide
16827,tktA,GO:0045893,b2935,"positive regulation of transcription, DNA-templated"
16828,tktA,GO:0032991,b2935,macromolecular complex
16829,tktA,GO:0036245,b2935,cellular response to menadione
16830,tktA,GO:0005515,b2935,protein binding
16831,tktA,GO:0005829,b2935,cytosol
16832,tktA,GO:0005829,b2935,cytosol
16833,tktA,GO:0030145,b2935,manganese ion binding
16834,tktA,GO:0030976,b2935,thiamine pyrophosphate binding
16835,tktA,GO:0009052,b2935,"pentose-phosphate shunt, non-oxidative branch"
16836,tktA,GO:0009052,b2935,"pentose-phosphate shunt, non-oxidative branch"
16837,tktA,GO:0004802,b2935,transketolase activity
16838,cobB,GO:0051607,b1120,defense response to virus
16839,cobB,GO:0005515,b1120,protein binding
16840,cobB,GO:0005515,b1120,protein binding
16841,cobB,GO:0005515,b1120,protein binding
16842,cobB,GO:0034983,b1120,peptidyl-lysine deacetylation
16843,cobB,GO:0034983,b1120,peptidyl-lysine deacetylation
16844,cobB,GO:0036055,b1120,protein-succinyllysine desuccinylase activity
16845,cobB,GO:0036049,b1120,peptidyl-lysine desuccinylation
16846,cobB,GO:0034979,b1120,NAD-dependent protein deacetylase activity
