,gene_name,product,start,stop,strand,operon,length,cog
b2593,pgeF,polyphenol oxidase YfiH,2734303,2735034,-,rluD;pgeF,732,Function unknown
b2594,rluD,23S rRNA pseudouridine<sup>1911/1915/1917</sup> synthase,2735031,2736011,-,rluD;pgeF,981,"Translation, ribosomal structure and biogenesis"
b2595,bamD,outer membrane protein assembly factor BamD,2736146,2736883,+,bamD,738,Cell wall/membrane/envelope biogenesis
b2597,raiA,stationary phase translation inhibitor and ribosome stability factor,2737154,2737495,+,raiA,342,"Translation, ribosomal structure and biogenesis"
b2598,pheL,<i>phe</i> operon leader peptide,2737599,2737646,+,pheA;pheL,48,No COG Annotation
b2599,pheA,fused chorismate mutase/prephenate dehydratase,2737745,2738905,+,pheA;pheL,1161,Amino acid transport and metabolism
b2600,tyrA,fused chorismate mutase/prephenate dehydrogenase,2738948,2740069,-,tyrA;aroF,1122,Amino acid transport and metabolism
b2601,aroF,"3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive",2740080,2741150,-,tyrA;aroF,1071,Amino acid transport and metabolism
b2602,yfiL,DUF2799 domain-containing lipoprotein YfiL,2741360,2741725,+,yfiL,366,Function unknown
b2603,yfiR,DUF4154 domain-containing protein YfiR,2741875,2742393,+,dgcN;yfiR;yfiB,519,Function unknown
b2604,dgcN,diguanylate cyclase DgcN,2742383,2743609,+,dgcN;yfiR;yfiB,1227,Signal transduction mechanisms
b2605,yfiB,lipoprotein YfiB,2743625,2744107,+,yfiB;dgcN;yfiR,483,Cell wall/membrane/envelope biogenesis
b2606,rplS,50S ribosomal subunit protein L19,2744183,2744530,-,rplS;trmD;rimM;rpsP,348,"Translation, ribosomal structure and biogenesis"
b2607,trmD,tRNA m<sup>1</sup>G37 methyltransferase,2744572,2745339,-,rplS;trmD;rimM;rpsP,768,"Translation, ribosomal structure and biogenesis"
b2608,rimM,ribosome maturation factor RimM,2745370,2745918,-,rplS;trmD;rimM;rpsP,549,"Translation, ribosomal structure and biogenesis"
b2609,rpsP,30S ribosomal subunit protein S16,2745937,2746185,-,rplS;trmD;rimM;rpsP,249,"Translation, ribosomal structure and biogenesis"
b2610,ffh,signal recognition particle protein component,2746434,2747795,-,ffh,1362,"Intracellular trafficking, secretion, and vesicular transport"
b2611,ypjD,cytochrome <i>c</i> assembly family protein,2747962,2748753,+,ypjD,792,"Posttranslational modification, protein turnover, chaperones"
b2614,grpE,nucleotide exchange factor GrpE,2750115,2750708,-,grpE,594,"Posttranslational modification, protein turnover, chaperones"
b2615,nadK,NAD kinase,2750831,2751709,+,nadK,879,Carbohydrate transport and metabolism
b2616,recN,DNA repair protein RecN,2751795,2753456,+,recN,1662,"Replication, recombination and repair"
b2617,bamE,outer membrane protein assembly factor BamE,2753605,2753946,+,bamE,342,Cell wall/membrane/envelope biogenesis
b2618,yfjF,putative component of the Rsx system,2754008,2754298,-,ratA;yfjF,291,No COG Annotation
b2619,ratA,ribosome association toxin RatA,2754288,2754764,-,ratA;yfjF,477,No COG Annotation
b2620,smpB,SsrA-binding protein,2754896,2755378,+,smpB,483,"Posttranslational modification, protein turnover, chaperones"
b2622,intA,CP4-57 prophage; integrase IntA,2756159,2757400,+,intA,1242,"Replication, recombination and repair"
b2623,yfjH,CP4-57 prophage; uncharacterized protein YfjH,2757644,2758600,-,yfjH,957,No COG Annotation
b2624,alpA,CP4-57 prophage; DNA-binding transcriptional activator AlpA,2758644,2758856,+,alpA,213,Transcription
b2625,yfjI,CP4-57 prophage; protein YfjI,2758985,2760394,+,yfjI,1410,Function unknown
b2626,yfjJ,CP4-57 prophage; protein YfjJ,2760547,2761173,+,yfjJ,627,Function unknown
b2627,abpB,CP4-57 prophage; putative helicase YfjK,2761351,2763540,-,abpA;abpB,2190,"Replication, recombination and repair"
b2628,abpA,CP4-57 prophage; anti-bacteriophage protein,2763537,2765153,-,abpA;abpB,1617,Function unknown
b2629,yfjM,CP4-57 prophage; protein YfjM,2765513,2765776,-,yfjM,264,Function unknown
b2630,rnlA,"CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system",2765918,2766991,+,rnlA;rnlB,1074,RNA processing and modification
b2631,rnlB,CP4-57 prophage; antitoxin RnlB,2766984,2767355,+,rnlB;rnlA,372,Function unknown
b2632,yfjP,CP4-57 prophage; putative GTP-binding protein YfjP,2767710,2768573,+,yfjQ;yfjP,864,Function unknown
b2633,yfjQ,CP4-57 prophage; DUF932 domain-containing protein YfjQ,2768665,2769486,+,yfjQ;yfjP,822,Function unknown
b2634,yfjR,CP4-57 prophage; putative DNA-binding transcriptional regulator YfjR,2769703,2770404,+,yfjT;yfjS;ypjK;yfjR,702,Transcription
b2636,yfjS,CP4-57 prophage; inner membrane lipoprotein YfjS,2770681,2771124,+,yfjT;yfjS;ypjK;yfjR,444,No COG Annotation
b2637,yfjT,CP4-57 prophage; uncharacterized protein YfjT,2771148,2771615,+,yfjT;yfjS;ypjK;yfjR,468,Function unknown
b2638,yfjU,CP4-57 prophage; ArsC family protein YfjU,2771840,2772154,-,yfjU,315,No COG Annotation
b2641_1,yfjV,"CP4-57 prophage; putative arsenite transporter, N-terminal fragment",2772167,2773182,-,yfjV,1016,No COG Annotation
b2642,yfjW,CP4-57 prophage; uncharacterized protein YfjW,2773318,2775021,+,yfjW,1704,Function unknown
b2643,yfjX,CP4-57 prophage; putative antirestriction protein,2775919,2776377,+,ypjF;yfjZ;ypjJ;yfjY;yfjX,459,Function unknown
b2644,yfjY,CP4-57 prophage; RadC-like JAB domain-containing protein YfjY,2776386,2776868,+,ypjF;yfjZ;ypjJ;yfjY;yfjX,483,"Replication, recombination and repair"
b2645,yfjZ,CP4-57 prophage; putative antitoxin of the YpjF-YfjZ toxin-antitoxin system,2777115,2777432,+,ypjF;yfjZ;ypjJ;yfjY;yfjX,318,Function unknown
b2646,ypjF,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,2777453,2777782,+,ypjF;yfjZ;ypjJ;yfjY;yfjX,330,Function unknown
b2647,ypjA,adhesin-like autotransporter YpjA,2778146,2782726,-,ypjA,4581,"Intracellular trafficking, secretion, and vesicular transport"
b2648,pinH,putative invertase fragment,2783065,2783304,-,pinH,240,No COG Annotation
b2650,ypjC,DUF5507 domain-containing protein YpjC,2784529,2785011,-,ypjC,483,No COG Annotation
b2659,glaH,glutarate hydroxylase GlaH,2788985,2789962,+,gabP;gabT;gabD;lhgD;glaH,978,"Secondary metabolites biosynthesis, transport and catabolism"
b2660,lhgD,L-2-hydroxyglutarate dehydrogenase,2789982,2791250,+,gabP;gabT;gabD;lhgD;glaH,1269,Energy production and conversion
b2661,gabD,succinate-semialdehyde dehydrogenase (NADP<sup>+</sup>) GabD,2791273,2792721,+,gabP;gabT;gabD;lhgD;glaH,1449,Energy production and conversion
b2662,gabT,4-aminobutyrate aminotransferase GabT,2792735,2794015,+,gabP;gabT;gabD;lhgD;glaH,1281,Amino acid transport and metabolism
b2663,gabP,4-aminobutanoate:H<sup>+</sup> symporter,2794253,2795653,+,gabP;gabT;gabD;lhgD;glaH,1401,Amino acid transport and metabolism
b2664,glaR,DNA-binding transcriptional repressor GlaR,2795674,2796336,+,glaR,663,Transcription
b2665,kbp,K<sup>+</sup> binding protein,2796337,2796786,-,kbp;yqaE,450,Function unknown
b2666,yqaE,Pmp3 family protein YqaE,2796870,2797028,-,kbp;yqaE,159,Function unknown
b2667,ygaV,putative DNA-binding transcriptional regulator YgaV,2797211,2797510,+,ygaP;ygaV,300,Transcription
b2668,ygaP,thiosulfate sulfurtransferase YgaP,2797520,2798044,+,ygaP;ygaV,525,Inorganic ion transport and metabolism
b2669,stpA,DNA-binding transcriptional repressor StpA with RNA chaperone activity,2798091,2798495,-,stpA,405,Function unknown
b2670,alaE,G7399-MONOMER,2799164,2799613,+,alaE,450,"Intracellular trafficking, secretion, and vesicular transport"
b2671,ygaC,protein YgaC,2799650,2799994,-,ygaC,345,Function unknown
b2672,ygaM,DUF883 domain-containing protein YgaM,2800146,2800475,+,ygaM,330,Function unknown
b2673,nrdH,glutaredoxin-like protein,2800723,2800968,+,nrdH;nrdI;nrdF;nrdE,246,"Posttranslational modification, protein turnover, chaperones"
b2674,nrdI,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,2800965,2801375,+,nrdH;nrdI;nrdF;nrdE,411,Nucleotide transport and metabolism
b2675,nrdE,ribonucleoside-diphosphate reductase 2 subunit &alpha;,2801348,2803492,+,nrdH;nrdI;nrdF;nrdE,2145,Nucleotide transport and metabolism
b2676,nrdF,ribonucleoside-diphosphate reductase 2 subunit &beta;,2803502,2804461,+,nrdH;nrdI;nrdF;nrdE,960,Nucleotide transport and metabolism
b2677,proV,glycine betaine ABC transporter ATP binding subunit ProV,2804815,2806017,+,proX;proW;proV,1203,Amino acid transport and metabolism
b2678,proW,glycine betaine ABC transporter membrane subunit ProW,2806010,2807074,+,proX;proW;proV,1065,Amino acid transport and metabolism
b2679,proX,glycine betaine ABC transporter periplasmic binding protein ProX,2807132,2808124,+,proX;proW;proV,993,Amino acid transport and metabolism
b2681_1,ygaY,"putative transporter YgaY, N-terminal fragment",2808316,2809493,+,ygaY,1178,No COG Annotation
b2682,ygaZ,L-valine exporter subunit YgaZ,2809617,2810354,+,ygaH;ygaZ,738,Amino acid transport and metabolism
b2683,ygaH,L-valine exporter subunit YgaH,2810344,2810679,+,ygaH;ygaZ,336,Function unknown
b2684,mprA,DNA-binding transcriptional repressor MprA,2810770,2811300,+,mprA;emrA;emrB,531,Transcription
b2685,emrA,multidrug efflux pump membrane fusion protein EmrA,2811427,2812599,+,mprA;emrA;emrB,1173,Defense mechanisms
b2686,emrB,multidrug efflux pump membrane subunit EmrB,2812616,2814154,+,mprA;emrA;emrB,1539,Inorganic ion transport and metabolism
b2687,luxS,<i>S</i>-ribosylhomocysteine lyase,2814218,2814733,-,luxS,516,Signal transduction mechanisms
b2688,gshA,glutamate&mdash;cysteine ligase,2814883,2816439,-,gshA,1557,Coenzyme transport and metabolism
b2689,yqaA,DedA family protein YqaA,2816512,2816940,-,yqaB;yqaA,429,Function unknown
b2690,yqaB,fructose-1-phosphate phosphatase YqaB,2816937,2817503,-,yqaB;yqaA,567,Function unknown
b2696,csrA,carbon storage regulator,2818961,2819146,-,csrA,186,Signal transduction mechanisms
b2697,alaS,alanine&mdash;tRNA ligase/DNA-binding transcriptional repressor,2819381,2822011,-,alaS,2631,"Translation, ribosomal structure and biogenesis"
b2698,recX,RecA inhibitor RecX,2822139,2822639,-,recX;recA,501,Function unknown
b2699,recA,DNA recombination/repair protein RecA,2822708,2823769,-,recX;recA,1062,"Replication, recombination and repair"
b2700,pncC,NMN aminohydrolase,2823849,2824346,-,pncC,498,Function unknown
b2701,mltB,membrane-bound lytic murein transglycosylase B,2824491,2825576,-,mltB,1086,Cell wall/membrane/envelope biogenesis
b2702,srlA,sorbitol-specific PTS enzyme IIC<sub>2</sub> component,2825832,2826395,+,srlA;srlE;srlB;srlD;gutM;srlR;gutQ,564,Carbohydrate transport and metabolism
b2704,srlB,sorbitol-specific PTS enzyme IIA component,2827362,2827733,+,srlA;srlE;srlB;srlD;gutM;srlR;gutQ,372,Carbohydrate transport and metabolism
b2705,srlD,sorbitol-6-phosphate 2-dehydrogenase,2827737,2828516,+,srlA;srlE;srlB;srlD;gutM;srlR;gutQ,780,Function unknown
b2706,gutM,DNA-binding transcriptional activator GutM,2828621,2828980,+,srlA;srlE;srlB;srlD;gutM;srlR;gutQ,360,Transcription
b2707,srlR,DNA-binding transcriptional repressor SrlR,2829047,2829820,+,srlR;srlA;srlE;srlB;srlD;gutM;gutQ,774,Transcription
b2708,gutQ,D-arabinose 5-phosphate isomerase GutQ,2829813,2830778,+,srlA;srlE;srlB;srlD;gutM;srlR;gutQ,966,Cell wall/membrane/envelope biogenesis
b2709,norR,DNA-binding transcriptional dual regulator NorR,2830775,2832289,-,norR,1515,Transcription
b2710,norV,anaerobic nitric oxide reductase flavorubredoxin,2832476,2833915,+,norW;norV,1440,Energy production and conversion
b2711,norW,EG12450-MONOMER,2833912,2835045,+,norW;norV,1134,Energy production and conversion
b2712,hypF,carbamoyl--[HypE] ligase,2835173,2837425,-,hypF;hydN,2253,"Posttranslational modification, protein turnover, chaperones"
b2713,hydN,putative electron transport protein HydN,2837578,2838105,-,hypF;hydN,528,Energy production and conversion
b2714,ascG,DNA-binding transcriptional repressor AscG,2838254,2839264,-,ascG,1011,Transcription
b2715,ascF,&beta;-glucoside specific PTS enzyme IIBC component,2839524,2840981,+,ascF;ascB,1458,Carbohydrate transport and metabolism
b2716,ascB,6-phospho-&beta;-glucosidase AscB,2840990,2842414,+,ascB;ascF,1425,Carbohydrate transport and metabolism
b2718,hycH,formate hydrogenlyase assembly protein,2843036,2843446,-,hycI;hycH;hycG;hycF;hycE;hycD;hycC;hycB;hycA,411,"Posttranslational modification, protein turnover, chaperones"
b2719,hycG,formate hydrogenlyase subunit HycG,2843443,2844210,-,hycI;hycH;hycG;hycF;hycE;hycD;hycC;hycB;hycA,768,Energy production and conversion
b2720,hycF,formate hydrogenlyase subunit HycF,2844210,2844752,-,hycI;hycH;hycG;hycF;hycE;hycD;hycC;hycB;hycA,543,Energy production and conversion
b2721,hycE,formate hydrogenlyase subunit HycE,2844762,2846471,-,hycI;hycH;hycG;hycF;hycE;hycD;hycC;hycB;hycA,1710,Energy production and conversion
b2722,hycD,formate hydrogenlyase subunit HycD,2846489,2847412,-,hycI;hycH;hycG;hycF;hycE;hycD;hycC;hycB;hycA,924,Energy production and conversion
b2723,hycC,formate hydrogenlyase subunit HycC,2847415,2849241,-,hycI;hycH;hycG;hycF;hycE;hycD;hycC;hycB;hycA,1827,Energy production and conversion
b2724,hycB,formate hydrogenlyase subunit HycB,2849238,2849849,-,hycI;hycH;hycG;hycF;hycE;hycD;hycC;hycB;hycA,612,Energy production and conversion
b2725,hycA,regulator of the transcriptional regulator FhlA,2849974,2850435,-,hycI;hycH;hycG;hycF;hycE;hycD;hycC;hycB;hycA,462,Transcription
b2726,hypA,hydrogenase 3 nickel incorporation protein HypA,2850647,2850997,+,fhlA;hypE;hypD;hypC;hypB;hypA,351,"Posttranslational modification, protein turnover, chaperones"
b2727,hypB,hydrogenase isoenzymes nickel incorporation protein HypB,2851001,2851873,+,fhlA;hypE;hypD;hypC;hypB;hypA,873,Transcription
b2728,hypC,hydrogenase 3 maturation protein HypC,2851864,2852136,+,fhlA;hypE;hypD;hypC;hypB;hypA,273,"Posttranslational modification, protein turnover, chaperones"
b2729,hypD,Fe-(CN)<sub>2</sub>CO cofactor assembly scaffold protein HypD,2852136,2853257,+,fhlA;hypE;hypD;hypC;hypB;hypA,1122,"Posttranslational modification, protein turnover, chaperones"
b2730,hypE,"HypE-S-carboxamide // ""hydrogenase maturation protein, carbamoyl dehydratase""",2853254,2854264,+,fhlA;hypE;hypD;hypC;hypB;hypA,1011,"Posttranslational modification, protein turnover, chaperones"
b2731,fhlA,DNA-binding transcriptional activator FhlA,2854338,2856416,+,fhlA;hypE;hypD;hypC;hypB;hypA,2079,Transcription
b2732,ygbA,protein YgbA,2856453,2856806,-,ygbA,354,Function unknown
b2733,mutS,DNA mismatch repair protein MutS,2857093,2859654,+,mutS,2562,"Replication, recombination and repair"
b2734,pphB,phosphoprotein phosphatase 2,2859760,2860416,+,pphB,657,Signal transduction mechanisms
b2735,ygbI,putative DeoR-type DNA-binding transcriptional regulator YgbI,2860467,2861234,-,ygbI,768,Transcription
b2736,ygbJ,putative L-threonate dehydrogenase,2861430,2862338,+,ygbK;ygbJ,909,Lipid transport and metabolism
b2737,ygbK,putative 3-oxo-tetronate kinase YgbK,2862335,2863501,+,ygbK;ygbJ,1167,Function unknown
b2738,ygbL,putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL,2863593,2864231,+,ygbM;ygbL,639,Carbohydrate transport and metabolism
b2739,ygbM,putative 2-oxo-tetronate isomerase YgbM,2864236,2865012,+,ygbM;ygbL,777,Carbohydrate transport and metabolism
b2740,ygbN,putative transporter YgbN,2865101,2866465,+,ygbN,1365,Amino acid transport and metabolism
b2741,rpoS,"RNA polymerase, sigma S (sigma 38) factor",2866559,2867551,-,rpoS;nlpD,993,Transcription
b2742,nlpD,murein hydrolase activator NlpD,2867614,2868753,-,rpoS;nlpD,1140,Cell wall/membrane/envelope biogenesis
b2743,pcm,L-isoaspartate protein carboxylmethyltransferase type II,2868893,2869519,-,pcm;umpG,627,"Posttranslational modification, protein turnover, chaperones"
b2744,umpG,broad specificity 5'(3')-nucleotidase and polyphosphatase,2869513,2870274,-,pcm;umpG,762,Nucleotide transport and metabolism
b2745,truD,tRNA pseudouridine<sup>13</sup> synthase,2870255,2871304,-,truD,1050,Function unknown
b2746,ispF,"2-<i>C</i>-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2871301,2871780,-,ispF;ispD,480,Lipid transport and metabolism
b2747,ispD,2-<i>C</i>-methyl-D-erythritol 4-phosphate cytidylyltransferase,2871780,2872490,-,ispF;ispD,711,Lipid transport and metabolism
b2748,ftsB,cell division protein FtsB,2872509,2872820,-,ftsB,312,"Cell cycle control, cell division, chromosome partitioning"
b2749,ygbE,DUF3561 domain-containing inner membrane protein YgbE,2873014,2873337,-,ygbE,324,Function unknown
b2750,cysC,adenylyl-sulfate kinase,2873387,2873992,-,cysC;cysN;cysD,606,Inorganic ion transport and metabolism
b2751,cysN,sulfate adenylyltransferase subunit 1,2873992,2875419,-,cysC;cysN;cysD,1428,Inorganic ion transport and metabolism
b2752,cysD,sulfate adenylyltransferase subunit 2,2875421,2876329,-,cysC;cysN;cysD,909,Inorganic ion transport and metabolism
b2753,iap,alkaline phosphatase isozyme conversion protein,2876581,2877618,+,iap,1038,Function unknown
b2754,cas2,CRISPR-associated endoribonuclease Cas2,2878569,2878853,-,cas2;cas1;casE;casD;casA;casB;casC,285,"Replication, recombination and repair"
b2755,cas1,multifunctional nuclease Cas1,2878855,2879772,-,cas2;cas1;casE;casD;casA;casB;casC,918,"Replication, recombination and repair"
b2756,casE,pre-CRISPR RNA endonuclease,2879788,2880387,-,cas2;cas1;casE;casD;casA;casB;casC,600,"Replication, recombination and repair"
b2757,casD,type I-E CRISPR system Cascade subunit CasD,2880374,2881048,-,cas2;cas1;casE;casD;casA;casB;casC,675,"Replication, recombination and repair"
b2758,casC,type I-E CRISPR system Cascade subunit CasC,2881051,2882142,-,casA;casB;casC;casD;casE;cas1;cas2,1092,"Replication, recombination and repair"
b2759,casB,type I-E CRISPR system Cascade subunit CasB,2882155,2882637,-,casA;casB;casC;casD;casE;cas1;cas2,483,"Replication, recombination and repair"
b2760,casA,type I-E CRISPR system Cascade subunit CasA,2882630,2884138,-,casA;casB;casC;casD;casE;cas1;cas2,1509,"Replication, recombination and repair"
b2761,cas3,CRISPR-associated endonuclease/helicase Cas3,2884553,2887219,-,cas3,2667,"Replication, recombination and repair"
b2762,cysH,phosphoadenosine phosphosulfate reductase,2887578,2888312,-,cysH;cysI;cysJ,735,Inorganic ion transport and metabolism
b2763,cysI,"sulfite reductase, hemoprotein subunit",2888387,2890099,-,cysH;cysI;cysJ,1713,Energy production and conversion
b2764,cysJ,"sulfite reductase, flavoprotein subunit",2890099,2891898,-,cysH;cysI;cysJ,1800,Inorganic ion transport and metabolism
b2765,queD,"6-carboxy-5,6,7,8-tetrahydropterin synthase",2892214,2892579,+,queD,366,Coenzyme transport and metabolism
b2766,ygcN,putative oxidoreductase with FAD/NAD(P)-binding domain,2892657,2893928,+,ygcP;ygcO;ygcN,1272,Energy production and conversion
b2767,ygcO,putative 4Fe-4S cluster-containing protein,2893919,2894179,+,ygcP;ygcO;ygcN,261,Energy production and conversion
b2768,ygcP,putative anti-terminator regulatory protein,2894196,2894771,+,ygcP;ygcO;ygcN,576,Transcription
b2770,ygcR,putative flavoprotein,2895776,2896555,-,ygcR;ygcQ,780,Energy production and conversion
b2771,ygcS,putative transporter YgcS,2896533,2897870,-,ygcS,1338,Carbohydrate transport and metabolism
b2774,ygcW,putative deoxygluconate dehydrogenase,2899488,2900273,-,ygcW,786,Function unknown
b2775,yqcE,putative transport protein YqcE,2900592,2901869,+,ygcE;yqcE,1278,Carbohydrate transport and metabolism
b2776,ygcE,putative sugar kinase YgcE,2901896,2903374,+,ygcE;yqcE,1479,Carbohydrate transport and metabolism
b2777,queE,putative 7-carboxy-7-deazaguanine synthase QueE,2904747,2905418,-,queE,672,"Posttranslational modification, protein turnover, chaperones"
b2778,ygcG,protein YgcG,2905711,2906583,+,ygcG,873,Function unknown
